#Treatment	Dose	Effect
D1-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0500196633193912|0.438146521184639|1.03609612258448|0.964524824343667|1.06246248445642
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.198243513466808|0.861832522773842|1.14354309131755|1.10976497889254|1.05968104278273
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0547621398770583|0.72701014639445|0.950681363714914|1.03242032241341|0.977121238304491
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.331942903177228|0.73615893303858|1.04102426892761|1.06582100441399|1.02599417218233
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0715713322835659|0.658540472336873|0.932942082955022|0.942357824495841|0.928076308444487
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.158484396210991|0.802100005250013|0.883712209280523|0.950948377370943|0.999476498691247
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0812582031455079|0.650017625044063|0.851822129555324|0.957266393165983|0.951380378450946
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.165221270386136|0.918029018819135|1.04543962981725|1.14797178263861|1.08880907915529
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0817365925948329|0.752983161826416|0.960454865075345|1.08237322223818|1.07386869702629
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.429193488506724|0.913503105355558|0.951251895619781|1.11911728616465|1.07995268029625
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.215858393269527|0.777251304123484|0.871714521234088|1.05051630075699|0.954240839673041
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00166222716149237|0.529677282736242|0.894392849238862|1.02567695156455|1.11468571328492
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00115273224609241|0.387012337737811|0.750931818435118|0.922879983696163|0.99003778223232
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0397091860666058|0.847890488063791|0.944052879749179|1.01924358752808|1.03363616165107
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0167193324610561|0.79175204285679|0.911219048559508|0.950545584713753|0.979762757054336
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0364582191089843|0.527474519746009|0.710642858291628|0.934053257422572|0.98488071688298
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0115503661758492|0.463096580068162|0.654891141453972|0.9133327777461|0.821777849906647
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.162276405691014|0.66085965214913|0.934862337155843|1.04402661006653|0.946094365235913
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.066396165990415|0.618313545783864|0.813272033180083|0.996908492271231|0.925514313785784
