#Treatment	Dose	Effect
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0172915987921167|0.863156802772361|0.861166356267232|0.954406132131285|1.01560749950968
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.270658860149707|0.799887283841927|0.902628387694718|1.04566714690483|0.972978255717454
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0203703507638882|0.683460614091312|0.749435401180751|0.923005253843466|0.967433663201839
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.329168277021157|0.890085771321389|0.950285254353276|1.10256392073156|1.01411911541012
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0198312939449489|0.789521644937223|0.842856585670268|0.998237769874729|0.956784585982293
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.190999881911874|0.95940202336342|0.963808242911783|1.02792558825465|1.04576320536246
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0559178827790553|0.88101674778089|0.834246638319507|0.955295080592893|0.980142264641801
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.509817931849098|0.938819098518185|0.932545226580691|0.971299940456308|1.01461289338775
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.150661999990318|0.82111041724153|0.841577956247489|0.868466532088241|0.965758020244855
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00142058373864724|0.0023907384869917|0.829014556652273|1.12664070925242|1.0252387490201
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00104638119285724|0.00203732497152336|0.404086776877401|1.06864624433174|0.986546898753091
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0372155144607235|0.729628314911978|0.881595987986002|0.96335341609571|1.00665373200615
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00516738066641057|0.594663723139913|0.717552723329557|0.864803621704944|0.90295600756629
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0121349043012128|0.604767795755715|0.920053784502017|1.00327805300754|1.00370806840828
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00588339252831953|0.523527461939972|0.796955360655057|0.962107336079025|0.933661165781524
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0870548773353095|0.656687787426116|0.728304536058349|0.950544092983346|1.01747338039705
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0117966592088048|0.619400841757408|0.61384467554755|0.951327700342873|0.929244864889781
