#Treatment	Dose	Effect
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.420013145101277|0.894178313479885|0.931853694660663|1.04941363070956|1.07132937531799
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.244194699590981|0.879946840196488|0.933374615469575|1.00495928820906|1.06082777925645
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.600816280710758|1.10270864070819|1.02383090640836|1.0147379562512|1.07203797549554
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.285273269613189|0.999214189492591|1.07482038616973|1.01923632048239|0.961479248187825
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.361805768183138|0.980949010469893|1.0120763630146|0.920634794399621|1.00563457569697
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0622626579132586|0.923521669456782|0.958625433925951|0.975374080951794|0.958545905687462
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.787880301743518|0.988534745466354|1.01649431316714|1.05854190604653|1.06301310552697
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.654302176483323|0.88030174351801|0.996994221578325|1.0058783367471|1.00766015553446
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0352125005471178|0.918844195445062|0.945011015304708|0.992792635065143|1.01966706059147
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00333377102756015|0.823959381975752|0.984914138982507|0.918654527946776|0.901971083001415
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0108496192311221|0.949131418784598|0.986481940239166|1.00382298070159|0.956035721931676
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00433526011560694|0.782525919809157|0.954957641373826|0.979585283053491|0.963949291983974
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0157379091322241|0.76174232342381|0.872233598951289|1.00026616114156|0.892005569467153
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00661238427874857|0.677526765490307|0.892961576832755|1.0110067590445|0.945056735778033
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.546362819937135|1.0288985823337|0.991564564757201|1.04999518891526|1.04963435755982
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0151950093014305|0.977692603759061|0.972063634614151|0.948954390916672|1.02191449098723
