#Treatment	Dose	Effect
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0310817233030599|0.847830778115812|1.0301125243703|1.04392828676314|1.03705533165439
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00401400536115446|0.668762231926685|1.03615224281614|0.998232490491996|0.976056919544015
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.1393150063325|1.09531259524148|1.0762514307387|1.0997690499895|1.05204299327468
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00353536379706199|0.948295643104347|1.08238752192671|1.03589410163155|1.04923908405632
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.134743374454648|1.01061723903092|1.06079872422704|1.06118827322263|1.00811222257315
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0295678508460179|0.937574097155954|1.04254402546136|1.01522960734679|1.01336842881229
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.294806580625385|1.03847277206965|1.01675809637279|1.04390071803888|1.05934592817298
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.16320853202546|0.982223983019234|0.998658195562213|1.01759672414641|1.03081523295055
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00123823002044936|0.333110390062342|0.934728441175788|0.943894525074489|0.911435398928149
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000946569844326381|0.0464641175125364|0.855847620815256|0.895197881486539|0.981812999426623
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0107307250799827|0.911915061447136|0.980190496831563|0.948943371357936|1.00878644269407
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000839204192492777|0.89486384353|0.905546686088489|0.965200747471362|0.949545683075671
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00386931156939128|0.708113953845175|0.874182511260545|0.976775399061736|0.999345135856244
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00203319724632746|0.534137132293783|0.811053607802488|0.933462060913592|0.92397713339146
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0682718031032638|0.862731711942351|0.995184590690209|0.953367061516685|1.00540599115482
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0102891277404149|0.806694163940644|0.937489078976776|0.972826462401203|0.967034425774292
