#Treatment	Dose	Effect
60-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0179763573819976|0.847475235008849|0.97631294674665|0.994387368130732|0.938386693940717
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.32211016854391|0.863251866917705|1.04626571127222|1.0700196135911|1.04804876500863
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0582303040559939|0.832250908904087|0.972374755585642|0.995058825662676|0.954012324225656
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.512254546891256|1.10553002067667|1.12578525240021|1.15752459469782|1.05993599452134
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0916885066705298|1.00667052982313|1.12602889465436|1.1175277554622|1.00302906586243
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.218660079265975|0.936247896194147|1.07932026711548|1.15108719257289|1.11385661545144
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0358800694934578|0.927452630435963|0.92845024159835|1.03614474184266|0.986834247244693
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.63532360904542|1.04157610655522|1.14374155719858|1.04840636945407|1.08346214798513
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.303806351130872|0.960899473890423|0.947332513337921|0.973374839915713|1.01932317240761
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00152423318150968|0.144010597672764|1.04560433719571|1.04288295949825|1.00282768151377
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.000883139397012045|0.0185851779771201|0.960031400511894|0.90551226173635|1.0011529875461
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00324224106889762|0.820912148444383|0.959102714380933|1.02300366973883|1.01927110865951
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00112160702383415|0.786902326721674|0.795697441908571|0.901091728148199|0.925632244669685
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00291937272773978|0.62112525801392|0.874536481581659|1.00622859957751|0.990054186700837
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00181931923612769|0.487444581783235|0.791512664214716|0.955716802712659|0.88292590051769
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.242404288103673|0.883374379370744|1.05895484057895|1.07815648417642|1.0298428836707
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00497161896985421|0.819125258458337|0.945562418511543|1.06530929396426|0.907705680156985
