#Treatment	Dose	Effect
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.116619531918549|0.760004071933246|0.832713529952568|0.91854861029372|1.03788170397682
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0224560756107105|0.53788329457574|0.83942585741235|0.963502117087168|0.984892491418719
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.234586831178644|0.822792361748572|0.938053309128329|0.952299389917659|1.04247328646178
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0330938473819792|0.668143582169664|0.878586947417364|0.928603784937855|0.996613692579354
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.12687313473971|0.810714851299765|0.903489868645428|0.9931816014356|1.0666869652483
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0218804711020817|0.688135916502834|0.847416786752026|0.996331381344729|0.888636906496159
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.50980326095298|0.838908323834231|0.928564877466257|1.03565860132033|1.04107542942494
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.312169520140905|0.732155257449075|0.887843207720571|0.954600841161904|0.959003183837113
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.251840259196446|0.794603954233202|0.952653643252437|1.00125944380763|0.99871792177221
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00447191472643878|0.720375990053789|0.874461422055949|0.942713899312399|0.982695985785584
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.14482648605708|0.7605258284909|0.926797164521407|0.992311694224913|1.02548579976096
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00189502188012784|0.642248887556424|0.806378303763029|0.947401920192645|0.921009491943351
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00917775579216598|0.525817011137374|0.811676268582172|0.924332027981816|0.932160955886329
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00547484149681721|0.415095420029458|0.737551177520384|0.874081826771052|0.925241850566412
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.234221021088781|0.849834958111326|1.10461313873604|1.04295533527178|1.02184091363634
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00379143354820403|0.845120452373749|0.905503048702314|0.998473512101647|1.02890754406388
