#Treatment	Dose	Effect
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0353432803427166|0.648004225458387|0.994647809230388|1.06891888798551|1.11201788528694
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.317928609217938|0.966049251736863|1.02624602858008|1.07472257822365|1.0875669211959
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0474127890802338|0.795855106003552|1.01851301739267|0.909266316417843|0.986177714027588
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.295521408640959|0.936063339855835|1.01643907980635|0.990249149805193|1.04673078276415
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.123992721363675|0.714384811741599|1.01718485670756|0.958005266135422|0.964658765940296
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.424018831957129|0.953471377811702|0.993616503011279|1.00230271365189|1.05028199613223
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.341618171615775|0.83592746106836|0.991632323196462|1.01879941342438|0.968816227671814
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0293126315351238|0.840084726249759|0.916001893001248|0.978171860383511|0.918095409641902
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00101277266057587|0.695010140471228|0.863752339700263|0.907169020031998|0.908188589824524
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0595600095635454|0.650442313973889|0.804432231841892|0.955431858055435|0.873791507975795
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00176454147177576|0.538481484100606|0.826192665030088|0.898427739669519|0.868706665184991
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0898367721703036|0.697977222880213|0.77317410431558|0.938713049493988|0.882357778650075
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0183261453628901|0.508733659625084|0.752697926354601|0.808493646128034|0.921495832616232
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.246645334872391|0.902649876601889|1.05501283019722|1.0276040207886|1.05873976436949
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0157942038252|0.885742873605818|1.02131576242304|0.957716460657362|1.02933546085446
