#Treatment	Dose	Effect
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.540236442144027|0.886375125804103|0.980311947795356|1.05617935838748|1.02204412535422
SB-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0703389869813045|0.640017067616517|0.871023546817678|0.996758080449695|1.03649594412211
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.223402640764911|1.01361506714514|0.957509828208304|1.07423418307149|1.06124087555506
RU-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0351024924238344|0.955003206713046|0.976789272443319|0.9922794099648|0.982370421866356
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.427390652116363|0.966134266749027|1.11243148905296|1.06337814120854|1.07282995558432
D4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0378562814365973|0.892029688894118|1.00479454069477|0.956378503985646|1.00112755047014
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.559563173062339|0.980059659234542|0.986794074523485|1.00154709540422|1.04419839223419
F4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.490975276808737|0.890439354871328|0.908428130845847|0.961363061833257|0.957389150108701
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.128627629334849|0.877853325753269|0.963774872086413|1.06329505400796|1.04647640704946
SF-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00573052870949403|0.826924388857305|0.938205798749289|0.964920977828312|0.985068789084707
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.19720663614841|0.81379521022107|0.900668915853171|1.05258334493866|1.03845030750363
ST-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.126137134488475|0.802743947636782|0.814397189565092|1.03486538573848|0.90870129695102
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.0164554085328807|0.56915863143688|0.835895794780463|1.00760158246488|0.992036658271997
G2-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00228186612124501|0.508837593280554|0.592775018203912|0.93047265239109|0.842119909281908
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.17790158573184|0.908434879246447|1.06053588825951|1.01280237345723|1.08047136233899
G4-P5	10-10|2-2|0.4-0.4|0.08-0.08|0.02-0.02	0.00750028150534371|0.874615072040889|0.931092387605932|0.979374225860305|0.99504061020567
